title,type,question,A,B,C,D,E,F,answer,image
Calorific value in food samples / Nilai kalori dalam sampel makanan,radio,Manipulated Variable / Pemboleh ubah dimanipulasikan 是,Type of food / Jenis makanan,Change in temperature / Perubahan suhu,Volume of water / Isi padu air,Calorific value of food / Nilai kalori makanan,Mass of food / Jisim makanan,,A,experiment_14.png
,radio,Responding Variable / Pemboleh ubah bergerak balas 是,Type of food / Jenis makanan,Change in temperature / Perubahan suhu,Volume of water / Isi padu air,Calorific value of food / Nilai kalori makanan,Mass of food / Jisim makanan,,"B,D",experiment_14.png
,radio,Constant Variable / Pemboleh ubah dimalarkan 是,Type of food / Jenis makanan,Change in temperature / Perubahan suhu,Volume of water / Isi padu air,Calorific value of food / Nilai kalori makanan,Mass of food / Jisim makanan,,"C,E",experiment_14.png
,radio,Factor that changed / Faktor yang diubah,Type of food / Jenis makanan,Change in temperature / Perubahan suhu,Volume of water / Isi padu air,Calorific value of food / Nilai kalori makanan,Mass of food / Jisim makanan,,A,experiment_14.png
,radio,Factor that observed / Faktor yang diperhatikan,Type of food / Jenis makanan,Change in temperature / Perubahan suhu,Volume of water / Isi padu air,Calorific value of food / Nilai kalori makanan,Mass of food / Jisim makanan,,"B,D",experiment_14.png
,radio,Factor that fixed / Faktor yang ditetapkan,Type of food / Jenis makanan,Change in temperature / Perubahan suhu,Volume of water / Isi padu air,Calorific value of food / Nilai kalori makanan,Mass of food / Jisim makanan,,"C,E",experiment_14.png
,radio,Ways to control Manipulated Variable / Cara mengawal Pemboleh ubah dimanipulasikan 是,Use the different type of food / Gunakan jenis makanan yang berbeza,Use thermometer to measure the change in temperature / Gunakan termometer untuk mengukur perubahan suhu,Use the same volume of water / Gunakan isi padu air yang sama,Use the same mass of food / Gunakan jisim makanan yang sama,,,A,experiment_14.png
,radio,Ways to control Responding Variable / Cara mengawal Pemboleh ubah bergerak balas 是,Use the different type of food / Gunakan jenis makanan yang berbeza,Use thermometer to measure the change in temperature / Gunakan termometer untuk mengukur perubahan suhu,Use the same volume of water / Gunakan isi padu air yang sama,Use the same mass of food / Gunakan jisim makanan yang sama,,,B,experiment_14.png
,radio,Ways to control Constant Variable / Cara mengawal Pemboleh ubah dimalarkan 是,Use the different type of food / Gunakan jenis makanan yang berbeza,Use thermometer to measure the change in temperature / Gunakan termometer untuk mengukur perubahan suhu,Use the same volume of water / Gunakan isi padu air yang sama,Use the same mass of food / Gunakan jisim makanan yang sama,,,"C,D",experiment_14.png
,radio,Aim / Tujuan 怎么写?,To study the effect of type of food on calorific value of food / Untuk mengkaji kesan jenis makanan terhadap nilai kalori makanan,What is the effect of type of food on the calorific value of food? / Apakah kesan jenis makanan terhadap nilai kalori makanan?,Does the type of food affect the calorific value of food? / Adakah jenis makanan mempengaruhi nilai kalori makanan?,The calorific value of groundnut is higher than bread and anchovies / Nilai kalori kacang tanah adalah lebih tinggi daripada roti dan ikan bilis,,,A,experiment_14.png
,radio,Problem statement / Pernyataan masalah 怎么写?,To study the effect of type of food on calorific value of food / Untuk mengkaji kesan jenis makanan terhadap nilai kalori makanan,What is the effect of type of food on the calorific value of food? / Apakah kesan jenis makanan terhadap nilai kalori makanan?,Does the type of food affect the calorific value of food? / Adakah jenis makanan mempengaruhi nilai kalori makanan?,The calorific value of groundnut is higher than bread and anchovies / Nilai kalori kacang tanah adalah lebih tinggi daripada roti dan ikan bilis,,,"B,C",experiment_14.png
,radio,Hypothesis / Hipotesis 怎么写?,To study the effect of type of food on calorific value of food / Untuk mengkaji kesan jenis makanan terhadap nilai kalori makanan,What is the effect of type of food on the calorific value of food? / Apakah kesan jenis makanan terhadap nilai kalori makanan?,Does the type of food affect the calorific value of food? / Adakah jenis makanan mempengaruhi nilai kalori makanan?,The calorific value of groundnut is higher than bread and anchovies / Nilai kalori kacang tanah adalah lebih tinggi daripada roti dan ikan bilis,,,D,experiment_14.png
,radio,Prediction of observation / Jangkaan pemerhatian 怎么写?,To study the effect of type of food on calorific value of food / Untuk mengkaji kesan jenis makanan terhadap nilai kalori makanan,What is the effect of type of food on the calorific value of food? / Apakah kesan jenis makanan terhadap nilai kalori makanan?,Does the type of food affect the calorific value of food? / Adakah jenis makanan mempengaruhi nilai kalori makanan?,The calorific value of groundnut is higher than bread and anchovies / Nilai kalori kacang tanah adalah lebih tinggi daripada roti dan ikan bilis,Groundnut has the highest change in temperature / Kacang tanah mempunyai perubahan suhu tertinggi,Filter paper disc with 30% penicillin solution has the highest diameter of clear area / Cakera kertas turas dengan larutan penisilin 30% mempunyai diameter kawasan jernih tertinggi,E,experiment_14.png
,radio,Apparatus / Radas 要用什么？,Stopwatch / Jam randik,Metre ruler / Pembaris meter,Thermometer / Termometer,Petri dish / Piring petri,Test tube / Tabung uji,,C,experiment_14.png
